,FIPS,Countyname,ST_Name,Black,Med_HH_Inc,ICU_Capacity,State_Test,Hisp,Population_Density,AVG_VENTILATOR_USAGE,Asian,Poverty,Deaths,Confirmed,Over_65,Population,KMeans_Cluster,Hierarchical_cluster,DBSCAN_cluster,MeanShift_cluster
368,12099,Palm Beach,Florida,0.2738545493008225,113.724398131513,0.00044582938275296037,21335952,0.3367676914972165,0.0001349606828782849,6.8235294117647065,0.0398834652752604,0.1725490276621068,2685,134854,0.35535902615253645,973787.0,0,1,5,6
370,12103,Pinellas,Florida,0.12022130464476595,97.17930291052821,0.0004244566516259952,21335952,0.11727767717842845,0.0008273250209912134,5.066666666666666,0.04030852323636113,0.13652717122287733,1559,74155,0.2942562296756245,797995.0,0,1,5,1
371,12105,Polk,Florida,0.20500778332841574,90.88034495149121,0.00037441370679744016,21335952,0.3146458839927966,7.337941905420623e-05,8.2,0.02418020694496729,0.20265141880411447,1292,62606,0.28150416636991665,491435.0,0,1,5,1
372,12107,Putnam,Florida,0.17087667161961367,67.6787639238232,0.00014567491186667832,21335952,0.10661946799522186,2.4131752885004096e-05,5.0,0.006540803542813857,0.2377123211840457,136,6108,0.2423156483990327,68646.0,0,1,5,1
373,12109,St. Johns,Florida,0.07901968203556785,147.775781530722,0.00027293084304615627,21335952,0.10552498867957298,7.075625732684715e-05,6.0,0.04007741311184582,0.1043898444914492,203,21507,0.2992128426367601,161213.0,0,1,5,1
374,12111,St. Lucie,Florida,0.2869505396750089,94.00287459576,0.0002955080739447956,21335952,0.2816036057407188,0.0001105860699021657,4.5,0.029742616534218957,0.1613474083738584,601,24495,0.3527932629581307,210775.0,0,1,5,1
375,12113,Santa Rosa,Florida,0.07761108750750839,122.07869205892901,0.00011720409628316509,21335952,0.07127474105219977,3.785287697632045e-05,1.5,0.024803316875924814,0.12771583866856145,279,17865,0.20224299339261906,136514.0,0,1,5,1
376,12115,Sarasota,Florida,0.05669153411845665,111.814588573482,0.00036910180015327116,21335952,0.12050860976868577,0.0001681289497253754,5.833333333333332,0.02179577409718638,0.10367381410406794,795,30231,0.4729789330455591,319695.0,0,1,5,1
377,12117,Seminole,Florida,0.14766468079641085,119.95688106360001,0.0001109207296248836,21335952,0.28809324346808257,0.00029342917250246934,3.0,0.060390499347610975,0.12767851669794825,472,30915,0.20465166512447933,342587.0,0,1,5,1
378,12119,Sumter,Florida,0.1291867492923265,102.81351060007201,0.000489633539897483,21335952,0.10983092341825416,3.3351592445486224e-05,5.5,0.016020197383520767,0.16950501109325988,263,8923,1.085119730701553,65355.0,0,1,-1,13
380,12123,Taylor,Florida,0.21496066887646564,72.4146604383759,0.0002473655568198684,21335952,0.0697570870232029,5.560603074206558e-06,2.0,0.0036610102409340532,0.1876020382921882,45,2697,0.2129322713105427,20213.0,0,1,5,1
381,12125,Union,Florida,0.24793203666443106,79.53647143370459,0.0,21335952,0.06423727550488112,1.549379380566157e-05,0.5,0.006930471719204114,0.15388628064684404,71,1780,0.17065355093524107,13419.0,0,1,5,1
382,12127,Volusia,Florida,0.12627227756319034,88.9220265900108,0.00047660997040952326,21335952,0.16857310654830476,0.00010678520163764816,4.714285714285714,0.021158320345146937,0.15936843531883174,736,39538,0.29265885116667795,442710.0,0,1,5,1
384,12131,Walton,Florida,0.06355359053560253,104.37118217750601,0.00024226273393495245,21335952,0.08584176205761815,1.3193743553156396e-05,2.0,0.013970484323582258,0.15625946338804433,84,7419,0.2687097490561848,49533.0,0,1,5,1
385,12133,Washington,Florida,0.16701216764308247,66.5145526410349,0.0,21335952,0.04123479044614691,1.0262202070989928e-05,2.0,0.007525912573231185,0.2067147363677332,50,2685,0.19233889139251914,22190.0,0,1,5,1
386,13001,Appling,Georgia,0.20964793300701776,68.6609880749574,0.00029486347820958903,7937702,0.10792003302470957,9.217572103208452e-06,2.0,0.004363979477501917,0.2203809636138468,68,2262,0.1832281653594386,16957.0,2,2,1,2
388,13005,Bacon,Georgia,0.16858275520317145,63.9165247018739,0.0006937561942517344,7937702,0.09167492566897918,9.86465733380676e-06,1.0,0.0018830525272547079,0.20614469772051536,36,1613,0.17056491575817642,10090.0,2,0,2,4
390,13009,Baldwin,Georgia,0.4249155537659665,74.3986371379898,0.00026843835984162136,7937702,0.022794890723217682,4.508421526986992e-05,1.0,0.017694561886226874,0.1998523589020871,124,4428,0.15567187884482026,44703.0,2,2,1,2
392,13013,Barrow,Georgia,0.14996266354988474,106.20954003407199,0.0,7937702,0.13981688906204345,0.00010005413806451407,2.0,0.04691406123177819,0.13020681146716015,128,9548,0.1581929158144216,61602.0,2,0,2,4
393,13015,Bartow,Georgia,0.12272686045984307,97.82453151618401,0.0002380844406149381,7937702,0.10262573125935333,4.9389890034161495e-05,5.0,0.01057775157589225,0.15014058319350596,216,14109,0.16283842002630267,88204.0,1,0,2,4
394,13017,Ben Hill,Georgia,0.3749849669272399,54.90459965928449,0.0002748904733270337,7937702,0.06259771497294046,1.8239448810301213e-05,2.0,0.00703547805171377,0.2247745039085989,76,2062,0.1713770294648226,16630.0,2,2,1,2
395,13019,Berrien,Georgia,0.12403763900769887,68.8500851788756,0.0,7937702,0.05933031895392887,1.0055306177941778e-05,1.0,0.012953684467799095,0.2348160821214713,42,1799,0.20554808749847245,16366.0,1,0,0,0
396,13021,Bibb,Georgia,0.5562615372267851,70.4156729131175,0.0012287265959113807,7937702,0.03334760159447818,0.00015973088517155562,4.166666666666667,0.02069343749163969,0.2268118462238155,429,15446,0.15540811685705874,149516.0,2,2,1,2
397,13023,Bleckley,Georgia,0.28388352664449673,82.0681431005111,0.0,7937702,0.03074053045664693,1.5443768049162163e-05,1.0,0.0025143969502798287,0.17130343093519346,51,1433,0.18338875821234488,12329.0,2,2,1,2
399,13027,Brooks,Georgia,0.3683169622255917,65.22146507666099,0.0,7937702,0.060650009888588576,8.649135309862203e-06,1.0,0.00435097897026831,0.2222954710264355,47,1370,0.19408003164348345,15169.0,2,2,1,2
401,13031,Bulloch,Georgia,0.3304871373836891,77.5979557069847,0.00048479161779654384,7937702,0.047447024786926265,2.5484727115850798e-05,2.0,0.015106732348111659,0.2493549143795449,110,6650,0.13259832668699664,63945.0,2,2,1,2
402,13033,Burke,Georgia,0.4838190595387091,75.2146507666099,0.0,7937702,0.032540675844806015,7.247732206586778e-06,1.0,0.003173609869479707,0.2322993026998033,59,2488,0.15126050420168066,22372.0,2,2,1,2
403,13035,Butts,Georgia,0.3003233455486096,74.0562180579216,0.0,7937702,0.0337141625350291,3.3190657510615695e-05,2.0,0.004354386721276137,0.13869368398361714,79,2922,0.15981892649277862,23195.0,2,2,1,2
405,13039,Camden,Georgia,0.21912755383765875,97.0204429301533,0.00011043622308117063,7937702,0.07913859745996688,1.9596227621854308e-05,2.0,0.02252898950855881,0.15944781888459414,32,3861,0.14935394809497515,45275.0,2,0,2,4
406,13043,Candler,Georgia,0.2794692450113145,57.4718909710392,0.0,7937702,0.13094013577453198,1.072065818021997e-05,2.0,0.002160049372557087,0.2496399917712405,65,925,0.19440444353013786,9722.0,2,2,1,2
407,13045,Carroll,Georgia,0.21227290463184145,91.5451448040886,0.0002474375933838994,7937702,0.0768484064067303,5.5775652587467186e-05,5.5,0.008536596971744529,0.16319460966719646,231,11071,0.14893839755607793,105077.0,2,2,1,2
408,13047,Catoosa,Georgia,0.022649063596055855,95.8006814310051,0.0,7937702,0.03328700946330488,9.631374152782513e-05,2.0,0.01452584210178016,0.1109125802395606,66,5998,0.19001058831314932,60444.0,1,0,0,0
410,13051,Chatham,Georgia,0.4870915389523357,96.8347529812607,0.0005652402913556775,7937702,0.07909938380243996,0.00013725275038141044,4.666666666666667,0.031503581996240294,0.17370433650638678,422,22427,0.18434541320349931,233529.0,2,2,1,2
411,13053,Chattahoochee,Georgia,0.16501572327044026,80.23168654173759,0.0,7937702,0.13168238993710693,1.3921493024740531e-05,0.0,0.02397798742138365,0.12161949685534593,14,3666,0.02657232704402516,12720.0,2,0,2,4
413,13057,Cherokee,Georgia,0.09115818836759797,140.954003407155,0.00016473379019504484,7937702,0.14301089439465822,0.00011027499896182652,6.0,0.024517879107362504,0.09183908803373747,305,29911,0.1826293709365665,182112.0,1,0,0,0
414,13059,Clarke,Georgia,0.34635801672901184,65.7972742759796,0.0008986776397946933,7937702,0.13520137324747228,0.0002207214193739256,5.333333333333333,0.04842086462994751,0.30041772918051657,138,14696,0.13247273845787486,100783.0,2,2,1,2
416,13063,Clayton,Georgia,0.8370117892026628,81.5400340715503,6.726813014963775e-05,7937702,0.16189093799544674,0.000429381367554048,2.333333333333333,0.06271302860253236,0.19722830618231146,437,25122,0.11046167537140957,231483.0,2,2,1,2
417,13065,Clinch,Georgia,0.2734206360627429,47.11754684838161,0.0,7937702,0.04029356741977263,2.3882032229869275e-06,1.0,0.0,0.20650453302633476,26,948,0.149517916246942,6949.0,2,2,1,2
418,13067,Cobb,Georgia,0.34627227672387473,132.763202725724,0.0002639309846350766,7937702,0.16815853799484906,0.00044621138961161035,16.75,0.06848405287589895,0.10742681090293722,998,75070,0.153597482822923,579697.0,0,0,3,5
419,13069,Coffee,Georgia,0.3220031068165662,69.6064735945486,0.0006582238487664885,7937702,0.13253995418762013,1.762272430189931e-05,3.0,0.008899186435322925,0.211895421394908,168,5256,0.15462994655222348,37981.0,2,2,1,2
420,13071,Colquitt,Georgia,0.26531177596454114,62.0698466780239,0.0002518384204694268,7937702,0.2200312279641382,2.0096754537639223e-05,1.5,0.009519492293744334,0.24524025385312784,114,4597,0.1747003122796414,39708.0,2,2,1,2
422,13075,Cook,Georgia,0.2939045318756753,71.3015332197615,0.0,7937702,0.06311574397762665,1.9013335279953573e-05,0.0,0.00788152291362105,0.2322506832771881,40,1794,0.17345706476832135,15733.0,2,2,1,2
423,13077,Coweta,Georgia,0.2275366226296396,129.323679727428,0.0003684730834906085,7937702,0.09023096971330996,6.704466376823698e-05,3.0,0.026610946346724184,0.11969084209580301,201,13656,0.17387435966567807,111270.0,1,0,4,3
425,13081,Crisp,Georgia,0.4729118090796873,61.40034071550261,0.0006857769853243725,7937702,0.035751840168243953,2.159986433142533e-05,3.0,0.001965894024596534,0.26653865496273943,75,2022,0.18913729255246195,21873.0,2,2,1,2
426,13083,Dade,Georgia,0.006789214116441428,72.5400340715503,0.0,7937702,0.023698200217767244,2.3269677922773223e-05,0.0,0.011080509831550631,0.1305322487670531,12,1367,0.1965029142381349,15613.0,1,0,0,0
428,13087,Decatur,Georgia,0.4038080840801929,70.6660988074957,0.00021595939963286903,7937702,0.058417017600691075,1.2638133143949267e-05,2.0,0.0023755533959615594,0.2128999748047367,67,2871,0.15358312637224206,27783.0,2,2,1,2
430,13091,Dodge,Georgia,0.3095656670113754,66.954003407155,0.00031023784901758014,7937702,0.03805584281282316,1.0617088201875134e-05,2.0,0.003567735263702172,0.1992244053774561,100,2073,0.18831437435367115,19340.0,2,2,1,2
432,13095,Dougherty,Georgia,0.6718294657312466,67.4344122657581,0.0006152185644900162,7937702,0.027684835402050727,7.744906017884625e-05,9.0,0.009303831624392876,0.25031840259039395,295,7292,0.1480626011872639,92650.0,2,2,1,2
433,13097,Douglas,Georgia,0.5834899471649941,108.747870528109,0.00011017846378294563,7937702,0.12276160419843267,0.00014934591075325862,10.0,0.020194319350377646,0.1404382823304138,206,14465,0.14465799085138825,112804.0,2,2,1,2
434,13099,Early,Georgia,0.458244658210607,52.197614991482105,0.0,7937702,0.007150761896654465,6.387956138109938e-06,1.0,0.00485230271558696,0.2326551459947221,46,1154,0.16659572656848556,11747.0,2,2,1,2
436,13103,Effingham,Georgia,0.1626029553025813,113.83645655877301,0.0,7937702,0.054895869525230435,2.782996086812176e-05,2.0,0.010913773018046555,0.11821210325165035,66,4441,0.14108197592429847,48929.0,1,0,4,3
437,13105,Elbert,Georgia,0.2847535882766235,65.8909710391823,0.0,7937702,0.054852955936966784,1.4047727318704874e-05,2.0,0.0041654120244906155,0.1955736224028907,70,2263,0.194921208471344,19926.0,2,2,1,2
438,13107,Emanuel,Georgia,0.3574037651025569,63.8040885860307,0.00028097780275358254,7937702,0.0475320782991477,8.458094659954804e-06,2.0,0.0015453779151447034,0.2079704036714433,81,2520,0.16601105179357498,21354.0,2,2,1,2
439,13109,Evans,Georgia,0.2992349107395863,72.5843270868825,0.0,7937702,0.1183526967035043,1.5656799436999472e-05,2.0,0.009162180032114858,0.2322659865873241,29,945,0.1658637952205535,10587.0,2,2,1,2
440,13111,Fannin,Georgia,0.002882635552505148,81.7666098807496,0.00022878059940517045,7937702,0.027453671928620454,1.4447408651129141e-05,2.0,0.004301075268817204,0.14385724090597118,66,2313,0.3307252345001144,21855.0,1,0,0,0
441,13113,Fayette,Georgia,0.26454461744516994,153.568994889267,0.0004604051565377533,7937702,0.08491336012054244,0.00012862529320871346,8.0,0.05169094257492048,0.06388121546961326,159,8599,0.20806127574083372,95568.0,1,0,4,3
442,13115,Floyd,Georgia,0.1522739058871277,82.34412265758091,0.0007730539172896733,7937702,0.12148542310207212,4.502263185262484e-05,9.0,0.01390047575026493,0.1751595228968907,214,11726,0.1810556695452188,88702.0,1,0,4,3
444,13119,Franklin,Georgia,0.099380921114342,72.381601362862,0.00037519932464121565,7937702,0.048963511865678634,2.097537873347791e-05,2.0,0.009989682018572369,0.18229997186005065,48,2605,0.2057968295657068,21322.0,1,0,0,0
448,13127,Glynn,Georgia,0.3126082389347869,90.25042589437821,0.0005110297248956646,7937702,0.07933736479005195,4.52527876025177e-05,4.0,0.015174743775374044,0.18372938137012748,168,7849,0.2358118274990773,70446.0,2,2,1,2
449,13129,Gordon,Georgia,0.045492283129324115,78.1345826235094,0.000212879191059074,7937702,0.19286854709952106,3.431754511649277e-05,2.0,0.01243214475784992,0.1490367216604577,110,7977,0.1755614688664183,46975.0,1,0,0,0
450,13131,Grady,Georgia,0.30999134948096885,74.1584327086883,0.00017301038062283736,7937702,0.1230968858131488,1.4241812508062406e-05,2.0,0.006012110726643599,0.2282006920415225,58,2058,0.19057093425605534,23120.0,2,2,1,2
451,13133,Greene,Georgia,0.4002768257316109,88.80579216354342,0.0,7937702,0.06914052201423675,9.981119641851956e-06,2.0,0.013050355918797786,0.17855259688900607,61,1780,0.325270234642763,15172.0,2,2,1,2
452,13135,Gwinnett,Georgia,0.4277429646059037,120.99829642248699,0.00015669634670129474,7937702,0.3350882170773314,0.00035063850187173537,5.75,0.18365899315924056,0.14845866651903267,1084,97767,0.15243786396681006,578006.0,0,0,3,5
453,13137,Habersham,Georgia,0.037151056613618574,86.1379897785349,0.00010435690060005219,7937702,0.1721627967649361,3.584935561142189e-05,2.0,0.022541090529611268,0.169971301852335,152,5000,0.21510566136185755,38330.0,1,0,0,0
454,13139,Hall,Georgia,0.09681506731398272,107.29812606473601,0.0009021106634989498,7937702,0.3884516062390249,8.886845186507688e-05,20.0,0.024363874255414385,0.1868746341631374,443,26553,0.19909788933650105,145215.0,1,0,4,3
456,13143,Haralson,Georgia,0.052363610649506766,82.7086882453152,0.0,7937702,0.01760775023865926,2.6552114481598486e-05,2.0,0.004242831382809462,0.14931230774670295,79,2563,0.16292472509988332,28283.0,1,0,0,0
460,13151,Henry,Georgia,0.5795239223117006,121.444633730835,0.000236854571293226,7937702,0.0910350544765514,0.00013866033148264478,10.0,0.04393652297489342,0.11143415442918048,308,23988,0.15144481288488867,168880.0,2,2,1,2
461,13153,Houston,Georgia,0.3856705570378616,105.149914821124,0.0003601185117284052,7937702,0.08205791360429524,8.815379614774476e-05,5.5,0.04051333256944558,0.13978327413203254,244,14136,0.15599679167144095,122182.0,2,2,1,2
462,13155,Irwin,Georgia,0.2728966159577771,64.2862010221465,0.0,7937702,0.03694504812170134,7.435629367578441e-06,2.0,0.003932526130601263,0.1758253130497775,28,899,0.18017178929938946,9663.0,2,2,1,2
464,13159,Jasper,Georgia,0.2165750915750916,87.30834752981261,0.0,7937702,0.04166666666666666,9.439075600322962e-06,0.0,0.003128815628815629,0.1333943833943834,38,1368,0.1862789987789988,13104.0,2,0,2,4
465,13161,Jeff Davis,Georgia,0.19593360336748472,62.4684838160136,0.00031768723691525687,7937702,0.14470653641489953,1.042820522394242e-05,2.0,0.002700341513779684,0.2516877134461123,46,1851,0.1806051941863236,12591.0,2,2,1,2
466,13163,Jefferson,Georgia,0.5140378060117756,57.826235093696795,0.0,7937702,0.037186241090796414,8.235485075658523e-06,2.0,0.003036876355748373,0.2299349240780911,64,1904,0.17390765416795784,16135.0,2,2,1,2
467,13165,Jenkins,Georgia,0.3823163138231631,46.635434412265795,0.0,7937702,0.08941469489414695,6.1926458992948974e-06,1.0,0.012204234122042341,0.2692403486924035,42,838,0.19514321295143214,8030.0,2,2,1,2
471,13173,Lanier,Georgia,0.3313268777806857,69.82282793867121,0.0,7937702,0.0777283433656111,1.0799045376229124e-05,1.0,0.002747971735147867,0.24483119602198375,13,760,0.18764721277152574,7642.0,2,2,1,2
472,13175,Laurens,Georgia,0.3791332746062781,66.6439522998297,0.0003468374866866575,7937702,0.0276303633199407,1.5587380389764296e-05,3.0,0.01155920331736244,0.23739337816642675,165,5450,0.1756440281030445,46543.0,2,2,1,2
474,13179,Liberty,Georgia,0.4545572122757423,81.78364565587741,0.0,7937702,0.14295216451416218,2.815107666063088e-05,1.0,0.02226410213772333,0.16037544112484525,60,3745,0.09944016407072777,54123.0,2,2,1,2
477,13185,Lowndes,Georgia,0.4323555482261755,72.3015332197615,0.0004947331533054359,7937702,0.06735585743439633,5.393344485738084e-05,4.5,0.02072725773535899,0.23381294964028776,201,12302,0.1412360083280081,97022.0,2,2,1,2
478,13187,Lumpkin,Georgia,0.02630110783454212,88.22827938671209,0.0,7937702,0.06252490635211605,2.306420956286063e-05,0.0,0.010639993623973859,0.17661592412528893,67,2865,0.2175420419223719,25094.0,1,0,0,0
479,13189,McDuffie,Georgia,0.4017928380344488,74.0511073253833,0.0,7937702,0.030788003942366363,2.1421760951902354e-05,2.0,0.004458628619702446,0.177969681325386,44,2388,0.17412118083259026,21307.0,2,2,1,2
481,13193,Macon,Georgia,0.6287867138243888,54.7887563884157,0.0,7937702,0.04390281408580655,8.800148931307769e-06,0.0,0.00399815469783177,0.2498077810241427,27,834,0.16922958634476395,13006.0,2,2,1,2
484,13199,Meriwether,Georgia,0.3729325982571581,63.2385008517888,0.0,7937702,0.020629557175884758,1.2036972607573552e-05,2.0,0.002311933131780189,0.2060288102436422,79,1935,0.18633291837097635,22492.0,2,2,1,2
485,13201,Miller,Georgia,0.28604044357469016,75.8807495741056,0.0,7937702,0.004076973255055447,6.093046552936349e-06,2.0,0.0,0.19455316373124595,13,837,0.2041748206131768,6132.0,2,2,1,2
486,13205,Mitchell,Georgia,0.4409098683085343,64.9335604770017,0.0,7937702,0.04356935180434411,1.2805634668316196e-05,1.0,0.0018813066529844364,0.258594150846588,79,2018,0.1530271934325295,23388.0,2,2,1,2
487,13207,Monroe,Georgia,0.2608407811982787,93.2776831345826,0.0,7937702,0.02610890433631248,1.6424766894104387e-05,2.0,0.01022012578616352,0.11531777557100298,98,2569,0.20307845084409135,24168.0,2,2,1,2
489,13211,Morgan,Georgia,0.23848023972409116,112.73935264054501,0.0,7937702,0.033640526940690904,1.3327866155668291e-05,1.0,0.0007350031096285408,0.11924011986204555,28,2068,0.2041612483745124,17687.0,1,0,4,3
490,13213,Murray,Georgia,0.011073573573573574,81.8279386712095,0.0,7937702,0.16017803517803514,2.794685452730841e-05,1.0,0.0036196911196911203,0.1543060918060918,80,4751,0.15336765336765334,37296.0,1,0,0,0
491,13215,Muscogee,Georgia,0.5064185107239899,79.05962521294721,0.00040923526489677117,7937702,0.08453828132533879,0.0002181152471908606,5.8,0.027296397352045244,0.19680407517287152,426,15613,0.14433849347938305,176287.0,2,2,1,2
492,13217,Newton,Georgia,0.5493401818369429,95.93867120954,0.0001736148077052212,7937702,0.06919205237270841,8.354860712123521e-05,4.0,0.01315050274589835,0.14157141055479758,229,10465,0.1569232180323546,87221.0,2,2,1,2
495,13223,Paulding,Georgia,0.2473690820042697,116.473594548552,0.00023441751433714262,7937702,0.08476704759512746,0.00010072321495400324,9.0,0.011578550797438152,0.09595211185064256,206,16004,0.13963749005818574,119445.0,1,0,4,3
496,13225,Peach,Georgia,0.4905126026621354,79.4480408858603,0.0,7937702,0.08463810332969211,4.467302032846411e-05,2.0,0.01108548772100174,0.2105028927458834,55,2545,0.1703281142533479,24717.0,2,2,1,2
497,13227,Pickens,Georgia,0.011129813472570506,115.21465076661,0.0003287907860062716,7937702,0.0333207378654117,3.2774555046399225e-05,3.0,0.004603071004087802,0.11428669575074715,74,3293,0.23042836041358936,29111.0,1,0,0,0
500,13233,Polk,Georgia,0.13099041533546327,76.4752981260647,0.0,7937702,0.14356046718692714,3.23862509850046e-05,2.0,0.0040328916356779975,0.1784947362907872,89,5492,0.16898863457811766,38186.0,2,0,2,4
501,13235,Pulaski,Georgia,0.4372285418821096,76.9131175468484,0.0006204756980351603,7937702,0.03629782833505688,1.0590022842669502e-05,2.0,0.0031023784901758012,0.21178903826266804,44,911,0.23050672182006204,9670.0,2,2,1,2
504,13241,Rabun,Georgia,0.020805899394258625,72.4020442930153,0.0002633658151171978,7937702,0.08783249934158546,1.0443367661702744e-05,2.0,0.012378193310508295,0.14360021069265208,47,1636,0.3009612852251778,15188.0,1,0,0,0
506,13245,Richmond,Georgia,0.5988714740236168,72.7904599659284,0.001348313235738234,7937702,0.05304712690311973,0.00015299153034713134,6.777777777777778,0.01922871602143879,0.21930452050991864,480,23733,0.1462706327005616,187324.0,2,2,1,2
507,13247,Rockdale,Georgia,0.6718800050137181,102.536626916525,0.00025068590448867043,7937702,0.1277523223263652,0.00014503650675401784,5.0,0.024720415581521663,0.15142821330585074,165,7277,0.17515981226411154,71803.0,2,2,1,2
509,13251,Screven,Georgia,0.3890447561790247,67.8739352640545,0.0,7937702,0.020240480961923848,6.219343175678225e-06,1.0,0.0069472277889111545,0.21636606546426185,30,952,0.17060788243152972,14970.0,2,2,1,2
510,13253,Seminole,Georgia,0.30849864743011723,56.826235093696795,0.0,7937702,0.030094679891794412,9.787385031561484e-06,1.0,0.007326420198376916,0.2037871956717764,18,936,0.21415689810640215,8872.0,2,2,1,2
511,13255,Spalding,Georgia,0.3649045160232768,80.2572402044293,0.00033252543702506844,7937702,0.04881567084665192,8.228127061992777e-05,12.0,0.010523727563314482,0.1891156462585034,183,5987,0.1889845094664372,61005.0,2,2,1,2
512,13257,Stephens,Georgia,0.12540416649613229,80.3475298126065,0.00024556951663733475,7937702,0.036671714484508657,3.4680574466187795e-05,2.0,0.007039659476936929,0.15528179102034134,78,3051,0.20795645233904966,24433.0,1,0,0,0
514,13261,Sumter,Georgia,0.5037451377503456,62.488926746167,0.00025717684122544766,7937702,0.05500369691709262,1.7480387893015344e-05,3.0,0.013180313112804192,0.2385315202366027,99,2513,0.16118558523804932,31107.0,2,2,1,2
517,13267,Tattnall,Georgia,0.34993855751961433,69.3867120954003,0.0,7937702,0.1377256829568012,1.1973477162592486e-05,2.0,0.0022686454296247287,0.26027979960298697,63,2271,0.1663673315058134,21158.0,2,2,1,2
521,13275,Thomas,Georgia,0.3649740464906341,74.51448040885859,0.0006770480704129992,7937702,0.037395621755811334,2.2744990860632613e-05,7.0,0.001263823064770932,0.1781539155946739,122,4323,0.17720604829609568,44310.0,2,2,1,2
522,13277,Tift,Georgia,0.31014004149377594,77.74957410562179,0.0005186721991701245,7937702,0.12385892116182573,4.018634386317291e-05,4.0,0.014185684647302903,0.21732365145228216,124,4795,0.15194502074688795,38560.0,2,2,1,2
523,13279,Toombs,Georgia,0.2696642404320263,68.4412265758092,0.0003130625342412147,7937702,0.12338577130781872,1.9030106325927577e-05,3.0,0.0095875401111372,0.19902950614385226,107,3314,0.17050168271112154,25554.0,2,2,1,2
524,13281,Towns,Georgia,0.013977369972425595,82.144804088586,0.0,7937702,0.03023675953218598,1.5830922810611765e-05,1.0,0.005705048968336978,0.13083578967386136,54,1178,0.3799562612912428,10517.0,1,0,0,0
526,13285,Troup,Georgia,0.4114310859042683,77.7666098807496,0.00019557033198063854,7937702,0.041917241154516865,3.725581000329404e-05,7.0,0.02467445688489056,0.21201453739467724,216,7306,0.16489838491500838,61359.0,2,2,1,2
529,13291,Union,Georgia,0.008620689655172414,85.2146507666099,0.0,7937702,0.038419374127964916,1.5827430079326535e-05,2.0,0.0035878014749850507,0.1395256129160853,68,2147,0.37711779948176205,20068.0,1,0,0,0
530,13293,Upson,Georgia,0.265265824671212,64.12265758091989,0.00022353861629596515,7937702,0.02257740024589248,2.225773382204829e-05,2.0,0.004433515889869975,0.18374874259528332,123,3371,0.17581312171677654,26841.0,2,2,1,2
532,13297,Walton,Georgia,0.20633335893300567,104.93867120954,0.00011885562150518759,7937702,0.051378542354657865,6.299036428951555e-05,1.5,0.015974195530297212,0.12889435015231804,247,10271,0.17740572920666614,78126.0,1,0,4,3
533,13299,Ware,Georgia,0.30713624797594263,62.809199318569,0.0003469812630117973,7937702,0.042244968771686334,1.0759358596874476e-05,8.0,0.010814249363867684,0.2527758501040944,168,4770,0.17389544297941245,34584.0,2,2,1,2
535,13303,Washington,Georgia,0.5313472654513117,64.8517887563884,0.000296428042092782,7937702,0.024998764883157942,8.016035840261396e-06,2.0,0.006768440294451855,0.1946544143075935,81,1998,0.1786967047082654,20241.0,2,2,1,2
536,13305,Wayne,Georgia,0.21895424836601307,77.4838160136286,0.000326797385620915,7937702,0.06775599128540305,1.1869725835612965e-05,2.0,0.006608569353667393,0.18576615831517795,84,3475,0.16909949164851126,27540.0,2,2,1,2
540,13313,Whitfield,Georgia,0.0525722566621045,82.8330494037479,0.0002951989909561764,7937702,0.4910903577275045,6.648247868917434e-05,8.0,0.020207712744545532,0.17591176233797598,239,16526,0.1917854171698468,74526.0,1,0,0,0
542,13317,Wilkes,Georgia,0.4157247670037676,64.4599659284497,0.0,7937702,0.04937537180249851,5.660583800364536e-06,1.0,0.0037675986515962718,0.18590124925639498,26,1064,0.223081499107674,10086.0,2,2,1,2
544,13321,Worth,Georgia,0.2717118652089545,77.33901192504258,0.0,7937702,0.021345070755833216,1.0277273936291814e-05,2.0,0.007667187278148515,0.1922002934355625,66,1732,0.18193004874816604,21129.0,2,2,1,2
545,15001,Hawaii,Hawaii,0.0077006385085079095,76.7874500153799,0.00015946102174649684,0,0.16866989575235702,1.2732607663082907e-05,1.8333333333333333,0.2894283986791312,0.17322117908137166,53,2600,0.2675755944906217,150507.0,1,0,4,3
546,15003,Honolulu,Hawaii,0.031382513150403225,105.63764995385999,0.00023753478549233068,0,0.13736045842999622,0.00039020986944570096,2.3125,0.5820367049919128,0.1052060583914727,370,23991,0.2412946738388413,706062.0,1,0,4,3
548,15007,Kauai,Hawaii,0.005349566500645637,102.804060289142,0.00020291459140380004,0,0.14633831396421326,2.8504124633629924e-05,1.3333333333333333,0.41132632355653936,0.12283711492344584,1,202,0.25565393838775136,54210.0,1,0,4,3
552,16005,Bannock,Idaho,0.007656475190446778,92.7381912700547,0.00025736051060325303,1209022,0.09497889643813054,1.4127873218093847e-05,4.0,0.019302038295243983,0.1486771669754993,101,8511,0.15206145768993207,77712.0,1,0,0,0
553,16007,Bear Lake,Idaho,0.009137931034482759,97.0995787398046,0.00034482758620689647,1209022,0.04431034482758621,1.1669613233893192e-06,1.0,0.006896551724137931,0.1236206896551724,2,371,0.21293103448275866,5800.0,1,0,0,0
554,16009,Benewah,Idaho,0.0006586892084751345,85.2487227749395,0.0,1209022,0.03644746953562411,2.07038131345685e-06,1.0,0.003183664507629817,0.15534087166538588,9,652,0.22263695246459544,9109.0,1,0,0,0
