,FIPS,Countyname,ST_Name,Black,Med_HH_Inc,ICU_Capacity,State_Test,Hisp,Population_Density,AVG_VENTILATOR_USAGE,Asian,Poverty,Deaths,Confirmed,Over_65,Population,KMeans_Cluster,Hierarchical_cluster,DBSCAN_cluster,MeanShift_cluster
0,1001,Autauga,Alabama,0.21954272363150867,116.216162735476,0.00012516688918558078,0,0.03264769692923899,2.1696564858096617e-05,2.0,0.011953437917222963,0.14024949933244327,103,6702,0.17279289052069427,47936.0,1,0,0,0
1,1003,Baldwin,Alabama,0.1179572997595544,115.402881114453,0.00019332310331911603,0,0.058667520510373,2.868501507505933e-05,2.0,0.011810833343402246,0.13508451844423233,300,20588,0.2569445283520413,165526.0,1,0,0,0
2,1005,Barbour,Alabama,0.4170335193594232,64.3600601551369,0.00017331623279836388,0,0.03830288744843842,8.853070420621565e-06,2.0,0.004194252833720406,0.20482512392110644,55,2244,0.16326389129605878,28849.0,2,2,1,2
3,1007,Bibb,Alabama,0.2355528232289795,94.07551052714899,0.0,0,0.027381064976827768,9.151278071819839e-06,1.0,0.0012768372268987045,0.1939373876856143,58,2560,0.16948831930388725,21146.0,2,2,1,2
4,1009,Blount,Alabama,0.01627172487671536,97.66898844388159,0.00011081764955765288,0,0.09866464732283027,2.20446725057441e-05,2.0,0.003915556951037068,0.17221062741259258,134,6472,0.1907171748887206,54143.0,1,0,0,0
5,1011,Bullock,Alabama,0.7157796451914099,74.7684818743074,0.0,0,0.02446311858076564,4.7355563802214345e-06,1.0,0.004668534080298786,0.2368814192343604,40,1213,0.1531279178338002,10710.0,2,2,1,2
6,1013,Butler,Alabama,0.44785553047404064,80.512901693842,0.00030814432620301674,0,0.013895159267619764,7.131704743790886e-06,2.0,0.003461249059443191,0.20687233508903935,66,2119,0.1956358164033108,19935.0,2,2,1,2
7,1015,Calhoun,Alabama,0.21647759993418467,93.5075985436125,0.0002481133590761822,0,0.03978171247840434,4.7562728322558584e-05,5.0,0.009205005621726372,0.17356965913142042,310,14263,0.18042542300063072,109397.0,2,2,1,2
8,1017,Chambers,Alabama,0.38801794976397225,83.68094031977199,0.0,0,0.023311381782155142,1.544206476552537e-05,0.0,0.010956349437612915,0.1869281426656565,122,3494,0.18853080016317966,34318.0,2,2,1,2
9,1019,Cherokee,Alabama,0.049143800288838455,82.9487889821118,0.0,0,0.0170414689498659,1.0648459329572006e-05,1.0,0.002640808747678977,0.1700433257685166,43,1818,0.2397771817619146,24235.0,1,0,0,0
